isocode,country,agroecological_zones,administrative_areas,agricultural_practices,measuredItemCPC,crop,scientific_name,botanical_family,other_names,additional_information,planting_period_onset,,planting_period_end,sowing_planting_rate,sowing_planting_rate_range,sowing_planting_rate_unit,length_of_the_cropping_cycle,harvesting_period_onset,harvesting_period_end,comments,harvesting_month_onset,harvesting_month_end,sowing_month_start,sowing_month_end,,,,
GAB,Gabon,"Oyem, Bitam, Minvoul, Mitzic and Médouneu",Woleu N’tem province,"Conventional market gardening. The methods used are more modern with applications of fertilizers, chemical pesticides and irrigation for farmers with large farms. There is no mastery of appropriate cultural techniques in the applications of these technologies. Crop rotation is practiced in some zones, while in others, pure cropping is practice. Food crops: Population density is not very high in the Woleu N'tem zone, and there is no problem with land availability. Food crop are generally cultivated on burnt land after a fallow of 8 to 12 years. As in the Estuary province, pests and diseases are not controlled by any recommended method. Farmers do not control plant parasites except in situation of severe infestations that they request assistance form competent bodies.",0112,Maize (corn),Zea mays L.,Poaceae,Corn,First season,9-Jan,1-Sep,30/09,,20-25,kg/ha,75-120 days,11-Jan,15/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,11,12,,,,,,
GAB,Gabon,"Oyem, Bitam, Minvoul, Mitzic and Médouneu",Woleu N’tem province,"Conventional market gardening. The methods used are more modern with applications of fertilizers, chemical pesticides and irrigation for farmers with large farms. There is no mastery of appropriate cultural techniques in the applications of these technologies. Crop rotation is practiced in some zones, while in others, pure cropping is practice. Food crops: Population density is not very high in the Woleu N'tem zone, and there is no problem with land availability. Food crop are generally cultivated on burnt land after a fallow of 8 to 12 years. As in the Estuary province, pests and diseases are not controlled by any recommended method. Farmers do not control plant parasites except in situation of severe infestations that they request assistance form competent bodies.",01239.01,Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,First season,9-Jan,1-Sep,30/09,,6-Mar,kg/ha,70-90 days,11-Oct,15/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,11,1,,,,,,
GAB,Gabon,"Oyem, Bitam, Minvoul, Mitzic and Médouneu",Woleu N’tem province,"Conventional market gardening. The methods used are more modern with applications of fertilizers, chemical pesticides and irrigation for farmers with large farms. There is no mastery of appropriate cultural techniques in the applications of these technologies. Crop rotation is practiced in some zones, while in others, pure cropping is practice. Food crops: Population density is not very high in the Woleu N'tem zone, and there is no problem with land availability. Food crop are generally cultivated on burnt land after a fallow of 8 to 12 years. As in the Estuary province, pests and diseases are not controlled by any recommended method. Farmers do not control plant parasites except in situation of severe infestations that they request assistance form competent bodies.",,Roselle,Hibiscus sabdariffa L.,Malvaceae,Sorrel,First season,9-Jan,1-Sep,30/09,,8-Jun,kg/ha,60-120 days,15/10,20/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,10,12,,,,,,
GAB,Gabon,"Oyem, Bitam, Minvoul, Mitzic and Médouneu",Woleu N’tem province,"Conventional market gardening. The methods used are more modern with applications of fertilizers, chemical pesticides and irrigation for farmers with large farms. There is no mastery of appropriate cultural techniques in the applications of these technologies. Crop rotation is practiced in some zones, while in others, pure cropping is practice. Food crops: Population density is not very high in the Woleu N'tem zone, and there is no problem with land availability. Food crop are generally cultivated on burnt land after a fallow of 8 to 12 years. As in the Estuary province, pests and diseases are not controlled by any recommended method. Farmers do not control plant parasites except in situation of severe infestations that they request assistance form competent bodies.",01802,Sugarcane,Saccharum officinarum L.,Poaceae,,,9-Jan,1-Sep,30/09,,"60,000",sprouts/ha,180-200 days,3-May,31/08,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,3,8,,,,,,
GAB,Gabon,"Oyem, Bitam, Minvoul, Mitzic and Médouneu",Woleu N’tem province,"Conventional market gardening. The methods used are more modern with applications of fertilizers, chemical pesticides and irrigation for farmers with large farms. There is no mastery of appropriate cultural techniques in the applications of these technologies. Crop rotation is practiced in some zones, while in others, pure cropping is practice. Food crops: Population density is not very high in the Woleu N'tem zone, and there is no problem with land availability. Food crop are generally cultivated on burnt land after a fallow of 8 to 12 years. As in the Estuary province, pests and diseases are not controlled by any recommended method. Farmers do not control plant parasites except in situation of severe infestations that they request assistance form competent bodies.",01530,Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,First season,9-Jan,1-Sep,30/09,,"160,000",cuttings/ha,120-140 days,1-Jan,25/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
GAB,Gabon,"Oyem, Bitam, Minvoul, Mitzic and Médouneu",Woleu N’tem province,"Conventional market gardening. The methods used are more modern with applications of fertilizers, chemical pesticides and irrigation for farmers with large farms. There is no mastery of appropriate cultural techniques in the applications of these technologies. Crop rotation is practiced in some zones, while in others, pure cropping is practice. Food crops: Population density is not very high in the Woleu N'tem zone, and there is no problem with land availability. Food crop are generally cultivated on burnt land after a fallow of 8 to 12 years. As in the Estuary province, pests and diseases are not controlled by any recommended method. Farmers do not control plant parasites except in situation of severe infestations that they request assistance form competent bodies.",01550,Taro,Colocasia esculenta (L.) Schott,Araceae,,Second season,9-Jan,1-Sep,30/09,,"160,000",setts/ha,180-270 days,4-May,5-May,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,4,5,,,,,,
GAB,Gabon,"Oyem, Bitam, Minvoul, Mitzic and Médouneu",Woleu N’tem province,"Conventional market gardening. The methods used are more modern with applications of fertilizers, chemical pesticides and irrigation for farmers with large farms. There is no mastery of appropriate cultural techniques in the applications of these technologies. Crop rotation is practiced in some zones, while in others, pure cropping is practice. Food crops: Population density is not very high in the Woleu N'tem zone, and there is no problem with land availability. Food crop are generally cultivated on burnt land after a fallow of 8 to 12 years. As in the Estuary province, pests and diseases are not controlled by any recommended method. Farmers do not control plant parasites except in situation of severe infestations that they request assistance form competent bodies.",01540,Yam,Dioscorea spp.,Dioscoreaceae,,Second season,9-Jan,1-Sep,30/09,,"160,000",setts/ha,180-270 days,4-May,5-May,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,4,5,,,,,,
DEU,Germany ,,,,0111,Winter Wheat,,,,,9-Jan,1-Sep,12,,,,120,5,8,http://www.amis-outlook.org/amis-about/calendars/en/,5,8,,,,,,
GRC,Greece ,,,,0111,Winter Wheat,,,,,9-Jan,1-Sep,12,,,,120,5,8,http://www.amis-outlook.org/amis-about/calendars/en/,5,8,,,,,,
GIN,Guinea,Foulta Djallon zone,"Konkouré, Wouré Kaba, Soya, Boulywel, Tolo, Timbo, Saramoussaya, Poredaka, Bouriya, Gongorè, Gnagara, Kegneko (Mamou); Koba, Mity, Ditinn, Boyé, Kanka Labé, Kebaly (Dalaba); Brouwal Tapè, Bantignèl, Massi, Sangaréah, Leymirou, Dongöl Touma, Ningué Landè, ","The agrarian system combines very intensive cropping zones in the tapades and the extensive zones in the periphery. Animal rearing is associated with agriculture. Rainfed cultivation on burnt land is practiced after a short fallow. Intensive cultivation of vegetables and potato in pluvial and under irrigation in dry season. Mixed cropping of cassava, taro, sweetpotato, gourd and vegetables in the tapades. Control of animal digression, weeds, pests and diseases is common.",01233,Eggplant,Solanum melongena L.,Solanaceae,Aubergine,Second season,9-Jan,1-Sep,20/10,,0.2,kg/ha,100-180 days,20/12,20/04,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,4,,,,,,
GIN,Guinea,Pre Fouta Zone,"Mambia, Molota, Friguiagbé, Damakania, Madina-Oula, Bangouya, Sougueta, Kolenté, Samaya (Kindia); Kollet, Sogolon, Thionthian, Gougoudjè, Daramaganki, Konsotamy, Missira, Koba, Santou, Tarihoye, Sarekaly, Brouwal (Telimelé); Tormelin, Baguinè et Banguingn","Rainfed crops with slash and burn type of agriculture (dominant in the north), in plain and lowland. Irrigation starting from late November for non seasonal crops, especially for vegetable crops (dominant in the south). Crops rotation of rice/groundnut/cassava and fonio; rice/vegetable - maize/groundnut. Association of rice-sorghum and groundnut-maize. Fight against weeds, rodents, birds and treatment against diseases and insects.
",01233,Eggplant,Solanum melongena L.,Solanaceae,Aubergine,Second season,9-Jan,1-Sep,20/10,,0.2,kg/ha,100-180 days,12-Jan,25/04,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,4,,,,,,
GIN,Guinea,Pre Fouta Zone,"Mambia, Molota, Friguiagbé, Damakania, Madina-Oula, Bangouya, Sougueta, Kolenté, Samaya (Kindia); Kollet, Sogolon, Thionthian, Gougoudjè, Daramaganki, Konsotamy, Missira, Koba, Santou, Tarihoye, Sarekaly, Brouwal (Telimelé); Tormelin, Baguinè et Banguingn","Rainfed crops with slash and burn type of agriculture (dominant in the north), in plain and lowland. Irrigation starting from late November for non seasonal crops, especially for vegetable crops (dominant in the south). Crops rotation of rice/groundnut/cassava and fonio; rice/vegetable - maize/groundnut. Association of rice-sorghum and groundnut-maize. Fight against weeds, rodents, birds and treatment against diseases and insects.
",01231,"Pepper, hot",[several],Solanaceae,,Second season,9-Jan,1-Sep,31/10,,0.3-0.4,kg/ha,160-210 days,2-Oct,6-May,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
HUN,Hungary,,,,0111,Winter Wheat,,,,,9-Jan,1-Sep,12,,,,120,5,8,http://www.amis-outlook.org/amis-about/calendars/en/,5,8,,,,,,
IRL,Ireland ,,,,0111,Winter Wheat,,,,,9-Jan,1-Sep,12,,,,120,5,8,http://www.amis-outlook.org/amis-about/calendars/en/,5,8,,,,,,
ITA,Italy ,,,,0111,Winter Wheat,,,,,9-Jan,1-Sep,12,,,,120,5,8,http://www.amis-outlook.org/amis-about/calendars/en/,5,8,,,,,,
JPN,Japan,,,,0111,Wheat,,,,,9-Jan,1-Sep,11,,,,90,5,7,http://www.amis-outlook.org/amis-about/calendars/en/,5,7,,,,,,
KEN,Kenya,Upper Highland Zone 1 (UH 1),"Mountainous areas of Central Kenya (Meru, Nyandarua, Nyeri), Rift valley (Kericho,T/Nzoia, UasinGishu, W/Pokot, Keiyo/Marakwet, Baringo, Laikipia, Nakuru) & Mt Elgon area.",Sheep and dairy farming. Climatic conditions not suitable for grain crops except oats. Forest farming on the slopes.,01251,Carrot,Daucus carota L.,Apiaceae,,Second season,9-Jan,1-Sep,15/10,,5.5,kg/ha,90-120 days,12-Jan,15/02,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,2,,,,,,
KEN,Kenya,Lower midland zone 3 (LM3),"Nyanza province (Siaya, Kisumu), Western province (Busia, Bungoma), Eastern province (Embu, Meru, Machakos), Central province (Muranga, Kirinyaga)",Maize and Cotton farming. Irrigated rice farming,01701.01,"Common beans, dry",Phaseolus vulgaris L.,Fabaceae,,Second season,9-Jan,1-Sep,15/10,,40-100,kg/ha,70-90 days,15/11,31/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,11,1,,,,,,
KEN,Kenya,Lower Highland Zone 1 (LH1),"Nyanza province (Kisii), Western province (Mt Elgon), Eastern province (Embu, Meru) Central province (Except Kirinyaga), Rift valley province (Nandi, Kericho,T/Nzoia, W/pokot, Keiyo/Markwet)",Tea and dairy farming zones. Forest reserves.,0112,Maize (corn),Zea mays L.,Poaceae,Corn,Second season,9-Jan,1-Sep,30/09,,25,kg/ha,180-270 days,2-Jan,30/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
KEN,Kenya,Lower midland zone 1 (LM1),"South Nyanza (Siaya), Western province (Kakamega, Busia, Bungoma).","Sugarcane farming good, maize farming fair.",0112,Maize (corn),Zea mays L.,Poaceae,Corn,Second season,9-Jan,1-Sep,15/10,,25,kg/ha,110-150 days,1-Jan,15/03,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,3,,,,,,
KEN,Kenya,Lower midland zone 3 (LM3),"Nyanza province (Siaya, Kisumu), Western province (Busia, Bungoma), Eastern province (Embu, Meru, Machakos), Central province (Muranga, Kirinyaga)",Maize and Cotton farming. Irrigated rice farming,01709.90,Mungbean,Vigna radiata (L.) R. Wilczek var. radiata,Fabaceae,Green gram,Second season,9-Jan,1-Sep,15/10,,15-Oct,kg/ha,75-110 days,15/11,31/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,11,1,,,,,,
KEN,Kenya,Lower midland zone 1 (LM1),"South Nyanza (Siaya), Western province (Kakamega, Busia, Bungoma).","Sugarcane farming good, maize farming fair.",01253,Onion,Allium cepa L.,Alliaceae,,,9-Jan,1-Sep,15/09,,3,kg/ha,150-180 days,2-Jan,15/03,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,3,,,,,,
KEN,Kenya,Lower midland zone 1 (LM1),"South Nyanza (Siaya), Western province (Kakamega, Busia, Bungoma).","Sugarcane farming good, maize farming fair.",0114,Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,Second season,9-Jan,1-Sep,15/09,,10-Jul,kg/ha,90-120 days,15/12,15/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,1,,,,,,
LVA,Latvia ,,,,0111,Winter Wheat,,,,,9-Jan,1-Sep,12,,,,120,5,8,http://www.amis-outlook.org/amis-about/calendars/en/,5,8,,,,,,
LSO,Lesotho,Foothills,"Between the lowlands and the mountains of seven districts (Botha-Bothe, Leribe, Berea, Maseru, Mafeteng, Mohale’s Hoek and Quthing) and cover 15% of the country (545,500 ha). The plateaus are interrupted by mountain spurs and river valleys.","Summer crops: maize, sorghum, beans, sunflower. Winter: wheat, peas. Earlier planting than lowlands. Mixed farming (crops and livestock). Intensive and commercial farming follows that of lowlands. Gravity fed and sprinkler irrigation.",0115,Barley,Hordeum vulgare L.,Poaceae,,Human consumption,9-Jan,1-Sep,28/02,,30-50,kg/ha,120-150 days,15/02,31/05,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,5,,,,,,
LSO,Lesotho,Lowlands,"It is a small strip of land of the seven districts, Botha-Bothe, Leribe, Berea, Maseru, Mafeteng, Mohale’s Hoek and Quthing comprising 12% of the land area on the western part of country boarding the eastern Free State Province of the Republic of South Af","Crops (summer and winter), fodder crops. Mixed farming, intensive and commercial more than in other zones. Summer crops: maize, sorghum, potatoes, sunflower. Winter: wheat, peas. Pumped sprinkler irrigation.",0115,Barley,Hordeum vulgare L.,Poaceae,,Human consumption,9-Jan,1-Sep,31/07,,30-50,kg/ha,120-150 days,15/02,31/05,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,5,,,,,,
LSO,Lesotho,Senqu (Orange River Valley),"It is an extension of the lowlands in the south eastern part of the country, Quthing to Qacha’s Nek along the Senqu River and its tributary valleys covering 8% of the land area and even parts of Thaba-Tseka have similar conditions.","Crops (summer and winter), fodder crops. Mixed farming, intensive and commercial more than in other zones. Summer crops: maize, sorghum, potatoes, sunflower. Winter: wheat, peas. Pumped sprinkler irrigation. Sorghum thrives well in this zone due to its better drought tolerance than maize.",0115,Barley,Hordeum vulgare L.,Poaceae,,Human consumption,9-Jan,1-Sep,28/02,,30-50,kg/ha,120-150 days,15/02,31/05,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,5,,,,,,
LSO,Lesotho,Foothills,"Between the lowlands and the mountains of seven districts (Botha-Bothe, Leribe, Berea, Maseru, Mafeteng, Mohale’s Hoek and Quthing) and cover 15% of the country (545,500 ha). The plateaus are interrupted by mountain spurs and river valleys.","Summer crops: maize, sorghum, beans, sunflower. Winter: wheat, peas. Earlier planting than lowlands. Mixed farming (crops and livestock). Intensive and commercial farming follows that of lowlands. Gravity fed and sprinkler irrigation.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,9-Jan,1-Sep,15/02,,0.25,kg/ha,70-120 days,20/12,31/05,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,5,,,,,,
LSO,Lesotho,Lowlands,"It is a small strip of land of the seven districts, Botha-Bothe, Leribe, Berea, Maseru, Mafeteng, Mohale’s Hoek and Quthing comprising 12% of the land area on the western part of country boarding the eastern Free State Province of the Republic of South Af","Crops (summer and winter), fodder crops. Mixed farming, intensive and commercial more than in other zones. Summer crops: maize, sorghum, potatoes, sunflower. Winter: wheat, peas. Pumped sprinkler irrigation.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,9-Jan,1-Sep,15/02,,0.25,kg/ha,70-120 days,20/12,31/05,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,5,,,,,,
